"name","city","country","country_code","iata","icao","latitude","longitude","altitude","apid","uid","timezone","dst","tz_id","type","source","airport_id","x","y","elevation","tz_database_timezone"
Sioux Lookout Airport,Sioux Lookout,Canada,,YXL,CYXL,50.11389923095703,-91.9052963256836,1258,170,,-6.0,A,,airport,OurAirports,169,,,,America/Winnipeg
Pangnirtung Airport,Pangnirtung,Canada,,YXP,CYXP,66.1449966431,-65.71360015869999,75,171,,-5.0,A,,airport,OurAirports,170,,,,America/Toronto
Earlton (Timiskaming Regional) Airport,Earlton,Canada,,YXR,CYXR,47.697400654599996,-79.8473453522,800,172,,-5.0,A,,airport,OurAirports,171,,,,America/Toronto
Prince George Airport,Prince George,Canada,,YXS,CYXS,53.8894004822,-122.679000854,2267,173,,-8.0,A,,airport,OurAirports,172,,,,America/Vancouver
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,,YXT,CYXT,54.468498,-128.576009,713,174,,-8.0,A,,airport,OurAirports,173,,,,America/Vancouver
London Airport,London,Canada,,YXU,CYXU,43.035599,-81.1539,912,175,,-5.0,A,,airport,OurAirports,174,,,,America/Toronto
Abbotsford Airport,Abbotsford,Canada,,YXX,CYXX,49.025299072265625,-122.36100006103516,195,176,,-8.0,A,,airport,OurAirports,175,,,,America/Vancouver
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,,YXY,CYXY,60.7095985413,-135.067001343,2317,177,,-8.0,A,,airport,OurAirports,176,,,,America/Vancouver
North Bay Jack Garland Airport,North Bay,Canada,,YYB,CYYB,46.363602,-79.422798,1215,178,,-5.0,A,,airport,OurAirports,177,,,,America/Toronto
Calgary International Airport,Calgary,Canada,,YYC,CYYC,51.113899231,-114.019996643,3557,179,,-7.0,A,,airport,OurAirports,178,,,,America/Edmonton
Smithers Airport,Smithers,Canada,,YYD,CYYD,54.82469940185547,-127.18299865722656,1712,180,,-8.0,A,,airport,OurAirports,179,,,,America/Vancouver
Fort Nelson Airport,Fort Nelson,Canada,,YYE,CYYE,58.8363990784,-122.597000122,1253,181,,-8.0,A,,airport,OurAirports,180,,,,America/Vancouver
Penticton Airport,Penticton,Canada,,YYF,CYYF,49.46310043334961,-119.60199737548828,1129,182,,-8.0,A,,airport,OurAirports,181,,,,America/Vancouver
Charlottetown Airport,Charlottetown,Canada,,YYG,CYYG,46.290000915527344,-63.12110137939453,160,183,,-4.0,A,,airport,OurAirports,182,,,,America/Halifax
Taloyoak Airport,Spence Bay,Canada,,YYH,CYYH,69.5466995239,-93.5766983032,92,184,,-7.0,A,,airport,OurAirports,183,,,,America/Edmonton
Victoria International Airport,Victoria,Canada,,YYJ,CYYJ,48.646900177,-123.426002502,63,185,,-8.0,A,,airport,OurAirports,184,,,,America/Vancouver
Lynn Lake Airport,Lynn Lake,Canada,,YYL,CYYL,56.86389923095703,-101.07599639892578,1170,186,,-6.0,A,,airport,OurAirports,185,,,,America/Winnipeg
Swift Current Airport,Swift Current,Canada,,YYN,CYYN,50.291900634799994,-107.691001892,2680,187,,-6.0,N,,airport,OurAirports,186,,,,America/Regina
Churchill Airport,Churchill,Canada,,YYQ,CYYQ,58.739200592041016,-94.06500244140625,94,188,,-6.0,A,,airport,OurAirports,187,,,,America/Winnipeg
Goose Bay Airport,Goose Bay,Canada,,YYR,CYYR,53.3191986084,-60.4258003235,160,189,,-4.0,A,,airport,OurAirports,188,,,,America/Halifax
St. John's International Airport,St. John's,Canada,,YYT,CYYT,47.618598938,-52.7518997192,461,190,,-3.5,A,,airport,OurAirports,189,,,,America/St_Johns
Kapuskasing Airport,Kapuskasing,Canada,,YYU,CYYU,49.41389846801758,-82.46749877929688,743,191,,-5.0,A,,airport,OurAirports,190,,,,America/Toronto
Armstrong Airport,Armstrong,Canada,,YYW,CYYW,50.29029846191406,-88.90969848632812,1058,192,,-5.0,A,,airport,OurAirports,191,,,,America/Toronto
Mont Joli Airport,Mont Joli,Canada,,YYY,CYYY,48.60860061645508,-68.20809936523438,172,193,,-5.0,A,,airport,OurAirports,192,,,,America/Toronto
Lester B. Pearson International Airport,Toronto,Canada,,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,194,,-5.0,A,,airport,OurAirports,193,,,,America/Toronto
Downsview Airport,Toronto,Canada,,YZD,CYZD,43.74250030517578,-79.4655990600586,652,195,,-5.0,A,,airport,OurAirports,194,,,,America/Toronto
Gore Bay Manitoulin Airport,Gore Bay,Canada,,YZE,CYZE,45.88529968261719,-82.56780242919922,635,196,,-5.0,A,,airport,OurAirports,195,,,,America/Toronto
Yellowknife Airport,Yellowknife,Canada,,YZF,CYZF,62.462799072265625,-114.44000244140625,675,197,,-7.0,A,,airport,OurAirports,196,,,,America/Edmonton
Slave Lake Airport,Slave Lake,Canada,,YZH,CYZH,55.2930984497,-114.777000427,1912,198,,-7.0,A,,airport,OurAirports,197,,,,America/Edmonton
Sandspit Airport,Sandspit,Canada,,YZP,CYZP,53.25429916379999,-131.813995361,21,199,,-8.0,A,,airport,OurAirports,198,,,,America/Vancouver
Chris Hadfield Airport,Sarnia,Canada,,YZR,CYZR,42.9994010925293,-82.30889892578125,594,200,,-5.0,A,,airport,OurAirports,199,,,,America/Toronto
Port Hardy Airport,Port Hardy,Canada,,YZT,CYZT,50.680599212646484,-127.36699676513672,71,201,,-8.0,A,,airport,OurAirports,200,,,,America/Vancouver
Whitecourt Airport,Whitecourt,Canada,,YZU,CYZU,54.14390182495117,-115.78700256347656,2567,202,,-7.0,A,,airport,OurAirports,201,,,,America/Edmonton
Sept-Îles Airport,Sept-iles,Canada,,YZV,CYZV,50.22330093383789,-66.2656021118164,180,203,,-5.0,A,,airport,OurAirports,202,,,,America/Toronto
Teslin Airport,Teslin,Canada,,YZW,CYZW,60.17279815673828,-132.7429962158203,2313,204,,-8.0,A,,airport,OurAirports,203,,,,America/Vancouver
CFB Greenwood,Greenwood,Canada,,YZX,CYZX,44.98440170288086,-64.91690063476562,92,205,,-4.0,A,,airport,OurAirports,204,,,,America/Halifax
Faro Airport,Faro,Canada,,ZFA,CZFA,62.20750045776367,-133.37600708007812,2351,206,,-8.0,A,,airport,OurAirports,205,,,,America/Vancouver
Fort Mcpherson Airport,Fort Mcpherson,Canada,,ZFM,CZFM,67.40750122070312,-134.86099243164062,116,207,,-7.0,A,,airport,OurAirports,206,,,,America/Edmonton
Blida Airport,Blida,Algeria,,QLD,DAAB,36.50360107421875,2.8141698837280273,535,208,,1.0,N,,airport,OurAirports,207,,,,Africa/Algiers
Bou Saada Airport,Bou Saada,Algeria,,BUJ,DAAD,35.33250045776367,4.206389904022217,1506,209,,1.0,N,,airport,OurAirports,208,,,,Africa/Algiers
Soummam Airport,Bejaja,Algeria,,BJA,DAAE,36.7120018005,5.0699200630200005,20,210,,1.0,N,,airport,OurAirports,209,,,,Africa/Algiers
Houari Boumediene Airport,Algier,Algeria,,ALG,DAAG,36.691001892089844,3.215409994125366,82,211,,1.0,N,,airport,OurAirports,210,,,,Africa/Algiers
Djanet Inedbirene Airport,Djanet,Algeria,,DJG,DAAJ,24.292801,9.45244,3176,212,,1.0,N,,airport,OurAirports,211,,,,Africa/Algiers
Boufarik Airport,Boufarik,Algeria,,"",DAAK,36.545799,2.87611,335,213,,1.0,N,,airport,OurAirports,212,,,,Africa/Algiers
Reggane Airport,Reggan,Algeria,,"",DAAN,26.7101,0.285647,955,214,,1.0,N,,airport,OurAirports,213,,,,Africa/Algiers
Illizi Takhamalt Airport,Illizi,Algeria,,VVZ,DAAP,26.7234992981,8.62265014648,1778,215,,1.0,N,,airport,OurAirports,214,,,,Africa/Algiers
Ain Oussera Airport,Ain Oussera,Algeria,,"",DAAQ,35.52539825439453,2.8787100315093994,2132,216,,1.0,N,,airport,OurAirports,215,,,,Africa/Algiers
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,,TMR,DAAT,22.8115005493,5.45107984543,4518,217,,1.0,N,,airport,OurAirports,216,,,,Africa/Algiers
Jijel Ferhat Abbas Airport,Jijel,Algeria,,GJL,DAAV,36.7951011658,5.87361001968,36,218,,1.0,N,,airport,OurAirports,217,,,,Africa/Algiers
Mecheria Airport,Mecheria,Algeria,,MZW,DAAY,33.535900116,-0.242353007197,3855,219,,1.0,N,,airport,OurAirports,218,,,,Africa/Algiers
Relizane Airport,Relizane,Algeria,,"",DAAZ,35.752201,0.626272,282,220,,1.0,N,,airport,OurAirports,219,,,,Africa/Algiers
Rabah Bitat Airport,Annaba,Algeria,,AAE,DABB,36.822201,7.809174,16,221,,1.0,N,,airport,OurAirports,220,,,,Africa/Algiers
Mohamed Boudiaf International Airport,Constantine,Algeria,,CZL,DABC,36.2760009765625,6.620389938354492,2265,222,,1.0,N,,airport,OurAirports,221,,,,Africa/Algiers
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,,TEE,DABS,35.4315986633,8.12071990967,2661,223,,1.0,N,,airport,OurAirports,222,,,,Africa/Algiers
Hassi R'Mel Airport,Tilrempt,Algeria,,HRM,DAFH,32.93040084838867,3.311539888381958,2540,224,,1.0,N,,airport,OurAirports,224,,,,Africa/Algiers
Bou Chekif Airport,Tiaret,Algeria,,TID,DAOB,35.3410987854,1.46315002441,3245,225,,1.0,N,,airport,OurAirports,225,,,,Africa/Algiers
Bou Sfer Airport,Bou Sfer,Algeria,,"",DAOE,35.73540115356445,-0.8053889870643616,187,226,,1.0,N,,airport,OurAirports,226,,,,Africa/Algiers
Tindouf Airport,Tindouf,Algeria,,TIN,DAOF,27.7003993988,-8.167099952700001,1453,227,,1.0,N,,airport,OurAirports,227,,,,Africa/Algiers
Ech Cheliff Airport,Ech-cheliff,Algeria,,CFK,DAOI,36.2126998901,1.33176994324,463,228,,1.0,N,,airport,OurAirports,228,,,,Africa/Algiers
Tafaraoui Airport,Oran,Algeria,,TAF,DAOL,35.54240036010742,-0.5322780013084412,367,229,,1.0,N,,airport,OurAirports,229,,,,Africa/Algiers
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,,TLM,DAON,35.0167007446,-1.45000004768,814,230,,1.0,N,,airport,OurAirports,230,,,,Africa/Algiers
Es Senia Airport,Oran,Algeria,,ORN,DAOO,35.6239013672,-0.6211829781529999,295,231,,1.0,N,,airport,OurAirports,231,,,,Africa/Algiers
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,,BFW,DAOS,35.1717987061,-0.593275010586,1614,232,,1.0,N,,airport,OurAirports,232,,,,Africa/Algiers
Ghriss Airport,Ghriss,Algeria,,MUW,DAOV,35.207698822021484,0.14714199304580688,1686,233,,1.0,N,,airport,OurAirports,233,,,,Africa/Algiers
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,,AZR,DAUA,27.837600708007812,-0.18641400337219238,919,234,,1.0,N,,airport,OurAirports,234,,,,Africa/Algiers
Biskra Airport,Biskra,Algeria,,BSK,DAUB,34.793300628699996,5.73823022842,289,235,,1.0,N,,airport,OurAirports,235,,,,Africa/Algiers
El Golea Airport,El Golea,Algeria,,ELG,DAUE,30.571300506591797,2.8595900535583496,1306,236,,1.0,N,,airport,OurAirports,236,,,,Africa/Algiers
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,,GHA,DAUG,32.38410186767578,3.794110059738159,1512,237,,1.0,N,,airport,OurAirports,237,,,,Africa/Algiers
Oued Irara Airport,Hassi Messaoud,Algeria,,HME,DAUH,31.673000335699996,6.140439987180001,463,238,,1.0,N,,airport,OurAirports,238,,,,Africa/Algiers
In Salah Airport,In Salah,Algeria,,INZ,DAUI,27.250999450699997,2.51202011108,896,239,,1.0,N,,airport,OurAirports,239,,,,Africa/Algiers
Touggourt Sidi Madhi Airport,Touggourt,Algeria,,TGR,DAUK,33.06779861450195,6.088669776916504,279,240,,1.0,N,,airport,OurAirports,240,,,,Africa/Algiers
Laghouat Airport,Laghouat,Algeria,,LOO,DAUL,33.764400482199996,2.92833995819,2510,241,,1.0,N,,airport,OurAirports,241,,,,Africa/Algiers
Timimoun Airport,Timimoun,Algeria,,TMX,DAUT,29.2371006012,0.276033014059,1027,242,,1.0,N,,airport,OurAirports,242,,,,Africa/Algiers
Ain el Beida Airport,Ouargla,Algeria,,OGX,DAUU,31.917200088500977,5.412779808044434,492,243,,1.0,N,,airport,OurAirports,243,,,,Africa/Algiers
In Aménas Airport,Zarzaitine,Algeria,,IAM,DAUZ,28.0515,9.64291,1847,244,,1.0,N,,airport,OurAirports,244,,,,Africa/Algiers
Cadjehoun Airport,Cotonou,Benin,,COO,DBBB,6.357230186462402,2.384350061416626,19,245,,1.0,N,,airport,OurAirports,245,,,,Africa/Porto-Novo
Ouagadougou Airport,Ouagadougou,Burkina Faso,,OUA,DFFD,12.3532,-1.51242,1037,246,,0.0,N,,airport,OurAirports,246,,,,Africa/Ouagadougou
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,,BOY,DFOO,11.160099983215332,-4.33096981048584,1511,247,,0.0,N,,airport,OurAirports,247,,,,Africa/Ouagadougou
Kotoka International Airport,Accra,Ghana,,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,248,,0.0,N,,airport,OurAirports,248,,,,Africa/Accra
Tamale Airport,Tamale,Ghana,,TML,DGLE,9.55718994140625,-0.8632140159606934,553,249,,0.0,N,,airport,OurAirports,249,,,,Africa/Accra
Wa Airport,Wa,Ghana,,"",DGLW,10.0826997756958,-2.507689952850342,1060,250,,0.0,N,,airport,OurAirports,250,,,,Africa/Accra
Sunyani Airport,Sunyani,Ghana,,NYI,DGSN,7.361830234527588,-2.3287599086761475,1014,251,,0.0,N,,airport,OurAirports,251,,,,Africa/Accra
Takoradi Airport,Takoradi,Ghana,,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,252,,0.0,N,,airport,OurAirports,252,,,,Africa/Accra
Port Bouet Airport,Abidjan,Cote d'Ivoire,,ABJ,DIAP,5.261390209197998,-3.9262900352478027,21,253,,0.0,N,,airport,OurAirports,253,,,,Africa/Abidjan
Bouaké Airport,Bouake,Cote d'Ivoire,,BYK,DIBK,7.738800048828125,-5.073669910430908,1230,254,,0.0,N,,airport,OurAirports,254,,,,Africa/Abidjan
Daloa Airport,Daloa,Cote d'Ivoire,,DJO,DIDL,6.792809963226318,-6.473189830780029,823,255,,0.0,N,,airport,OurAirports,255,,,,Africa/Abidjan
Korhogo Airport,Korhogo,Cote d'Ivoire,,HGO,DIKO,9.38718032837,-5.55666017532,1214,256,,0.0,N,,airport,OurAirports,256,,,,Africa/Abidjan
Man Airport,Man,Cote d'Ivoire,,MJC,DIMN,7.272069931030273,-7.58735990524292,1089,257,,0.0,N,,airport,OurAirports,257,,,,Africa/Abidjan
San Pedro Airport,San Pedro,Cote d'Ivoire,,SPY,DISP,4.746719837188721,-6.660820007324219,26,258,,0.0,N,,airport,OurAirports,258,,,,Africa/Abidjan
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,,ASK,DIYO,6.9031701088,-5.36558008194,699,259,,0.0,N,,airport,OurAirports,259,,,,Africa/Abidjan
Nnamdi Azikiwe International Airport,Abuja,Nigeria,,ABV,DNAA,9.006790161132812,7.263169765472412,1123,260,,1.0,N,,airport,OurAirports,260,,,,Africa/Lagos
Akure Airport,Akure,Nigeria,,AKR,DNAK,7.246739864349365,5.3010101318359375,1100,261,,1.0,N,,airport,OurAirports,261,,,,Africa/Lagos
Benin Airport,Benin,Nigeria,,BNI,DNBE,6.316979885101318,5.5995001792907715,258,262,,1.0,N,,airport,OurAirports,262,,,,Africa/Lagos
Margaret Ekpo International Airport,Calabar,Nigeria,,CBQ,DNCA,4.976019859313965,8.347200393676758,210,263,,1.0,N,,airport,OurAirports,263,,,,Africa/Lagos
Akanu Ibiam International Airport,Enugu,Nigeria,,ENU,DNEN,6.474269866943359,7.561960220336914,466,264,,1.0,N,,airport,OurAirports,264,,,,Africa/Lagos
Gusau Airport,Gusau,Nigeria,,"",DNGU,12.1717,6.69611,1520,265,,1.0,N,,airport,OurAirports,265,,,,Africa/Lagos
Ibadan Airport,Ibadan,Nigeria,,IBA,DNIB,7.362460136413574,3.97832989692688,725,266,,1.0,N,,airport,OurAirports,266,,,,Africa/Lagos
Ilorin International Airport,Ilorin,Nigeria,,ILR,DNIL,8.440210342407227,4.493919849395752,1126,267,,1.0,N,,airport,OurAirports,267,,,,Africa/Lagos
Yakubu Gowon Airport,Jos,Nigeria,,JOS,DNJO,9.639829635620117,8.869050025939941,4232,268,,1.0,N,,airport,OurAirports,268,,,,Africa/Lagos
Kaduna Airport,Kaduna,Nigeria,,KAD,DNKA,10.696000099182129,7.320109844207764,2073,269,,1.0,N,,airport,OurAirports,269,,,,Africa/Lagos
Mallam Aminu International Airport,Kano,Nigeria,,KAN,DNKN,12.0476,8.52462,1562,270,,1.0,N,,airport,OurAirports,270,,,,Africa/Lagos
Maiduguri International Airport,Maiduguri,Nigeria,,MIU,DNMA,11.855299949645996,13.080900192260742,1099,271,,1.0,N,,airport,OurAirports,271,,,,Africa/Lagos
Makurdi Airport,Makurdi,Nigeria,,MDI,DNMK,7.70388,8.61394,371,272,,1.0,N,,airport,OurAirports,272,,,,Africa/Lagos
Murtala Muhammed International Airport,Lagos,Nigeria,,LOS,DNMM,6.5773701667785645,3.321160078048706,135,273,,1.0,N,,airport,OurAirports,273,,,,Africa/Lagos
Minna Airport,Minna,Nigeria,,MXJ,DNMN,9.652170181274414,6.462259769439697,834,274,,1.0,N,,airport,OurAirports,274,,,,Africa/Lagos
Port Harcourt International Airport,Port Hartcourt,Nigeria,,PHC,DNPO,5.0154900550842285,6.94959020614624,87,275,,1.0,N,,airport,OurAirports,275,,,,Africa/Lagos
Sadiq Abubakar III International Airport,Sokoto,Nigeria,,SKO,DNSO,12.916299819946289,5.207190036773682,1010,276,,1.0,N,,airport,OurAirports,276,,,,Africa/Lagos
Yola Airport,Yola,Nigeria,,YOL,DNYO,9.257550239562988,12.430399894714355,599,277,,1.0,N,,airport,OurAirports,277,,,,Africa/Lagos
Zaria Airport,Zaria,Nigeria,,ZAR,DNZA,11.1302,7.68581,2170,278,,1.0,N,,airport,OurAirports,278,,,,Africa/Lagos
Maradi Airport,Maradi,Niger,,MFQ,DRRM,13.5024995803833,7.1267499923706055,1240,279,,1.0,N,,airport,OurAirports,279,,,,Africa/Niamey
Diori Hamani International Airport,Niamey,Niger,,NIM,DRRN,13.4815,2.18361,732,280,,1.0,N,,airport,OurAirports,280,,,,Africa/Niamey
Tahoua Airport,Tahoua,Niger,,THZ,DRRT,14.875699996948242,5.265359878540039,1266,281,,1.0,N,,airport,OurAirports,281,,,,Africa/Niamey
Mano Dayak International Airport,Agadez,Niger,,AJY,DRZA,16.965999603271484,8.000109672546387,1657,282,,1.0,N,,airport,OurAirports,282,,,,Africa/Niamey
Dirkou Airport,Dirkou,Niger,,"",DRZD,18.968700408935547,12.86870002746582,1273,283,,1.0,N,,airport,OurAirports,283,,,,Africa/Niamey
Diffa Airport,Diffa,Niger,,"",DRZF,13.372900009155273,12.626700401306152,994,284,,1.0,N,,airport,OurAirports,284,,,,Africa/Niamey
Zinder Airport,Zinder,Niger,,ZND,DRZR,13.779000282287598,8.983759880065918,1516,285,,1.0,N,,airport,OurAirports,285,,,,Africa/Niamey
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,,MIR,DTMB,35.75809860229492,10.75469970703125,9,286,,1.0,E,,airport,OurAirports,286,,,,Africa/Tunis
Tunis Carthage International Airport,Tunis,Tunisia,,TUN,DTTA,36.85100173950195,10.22719955444336,22,287,,1.0,E,,airport,OurAirports,287,,,,Africa/Tunis
Sidi Ahmed Air Base,Bizerte,Tunisia,,"",DTTB,37.245398,9.79145,20,288,,1.0,E,,airport,OurAirports,288,,,,Africa/Tunis
Remada Air Base,Remada,Tunisia,,"",DTTD,32.30619812011719,10.382100105285645,1004,289,,1.0,E,,airport,OurAirports,289,,,,Africa/Tunis
Gafsa Ksar International Airport,Gafsa,Tunisia,,GAF,DTTF,34.422000885009766,8.822500228881836,1060,290,,1.0,E,,airport,OurAirports,290,,,,Africa/Tunis
Lee Vining,Lee Vining,United States,,"","",37.9577778,-119.1058056,2073,8589,,-10.0,A,,unknown,User,10027,,,,""
Gabès Matmata International Airport,Gabes,Tunisia,,GAE,DTTG,33.87689971923828,10.103300094604492,26,291,,1.0,E,,airport,OurAirports,291,,,,Africa/Tunis
Borj El Amri Airport,Bordj El Amri,Tunisia,,"",DTTI,36.72129821777344,9.94314956665039,110,292,,1.0,E,,airport,OurAirports,292,,,,Africa/Tunis
Djerba Zarzis International Airport,Djerba,Tunisia,,DJE,DTTJ,33.875,10.775500297546387,19,293,,1.0,E,,airport,OurAirports,293,,,,Africa/Tunis
El Borma Airport,El Borma,Tunisia,,EBM,DTTR,31.704299926757812,9.254619598388672,827,294,,1.0,E,,airport,OurAirports,294,,,,Africa/Tunis
Sfax Thyna International Airport,Sfax,Tunisia,,SFA,DTTX,34.71799850463867,10.690999984741211,85,295,,1.0,E,,airport,OurAirports,295,,,,Africa/Tunis
Tozeur Nefta International Airport,Tozeur,Tunisia,,TOE,DTTZ,33.939701080322266,8.110560417175293,287,296,,1.0,E,,airport,OurAirports,296,,,,Africa/Tunis
Niamtougou International Airport,Niatougou,Togo,,LRL,DXNG,9.767330169677734,1.091249942779541,1515,297,,0.0,N,,airport,OurAirports,297,,,,Africa/Lome
Lomé-Tokoin Airport,Lome,Togo,,LFW,DXXX,6.165609836578369,1.2545100450515747,72,298,,0.0,N,,airport,OurAirports,298,,,,Africa/Lome
Antwerp International Airport (Deurne),Antwerp,Belgium,,ANR,EBAW,51.1893997192,4.46027994156,39,299,,1.0,E,,airport,OurAirports,299,,,,Europe/Brussels
Beauvechain Air Base,Beauvechain,Belgium,,"",EBBE,50.75859832763672,4.768330097198486,370,300,,1.0,E,,airport,OurAirports,300,,,,Europe/Brussels
Kleine Brogel Air Base,Kleine Brogel,Belgium,,"",EBBL,51.168301,5.47,200,301,,1.0,E,,airport,OurAirports,301,,,,Europe/Brussels
Brussels Airport,Brussels,Belgium,,BRU,EBBR,50.901401519800004,4.48443984985,184,302,,1.0,E,,airport,OurAirports,302,,,,Europe/Brussels
Jehonville Air Base,Bertrix,Belgium,,"",EBBX,49.891700744628906,5.2238898277282715,1514,303,,1.0,E,,airport,OurAirports,303,,,,Europe/Brussels
Brussels South Charleroi Airport,Charleroi,Belgium,,CRL,EBCI,50.459202,4.45382,614,304,,1.0,E,,airport,OurAirports,304,,,,Europe/Brussels
Chièvres Air Base,Chievres,Belgium,,"",EBCV,50.575801849365234,3.8310000896453857,194,305,,1.0,E,,airport,OurAirports,305,,,,Europe/Brussels
Koksijde Air Base,Koksijde,Belgium,,"",EBFN,51.090301513671875,2.652780055999756,20,306,,1.0,E,,airport,OurAirports,306,,,,Europe/Brussels
Florennes Air Base,Florennes,Belgium,,"",EBFS,50.2433013916,4.64583015442,935,307,,1.0,E,,airport,OurAirports,307,,,,Europe/Brussels
Wevelgem Airport,Kortrijk-vevelgem,Belgium,,KJK,EBKT,50.817199707,3.20472002029,64,308,,1.0,E,,airport,OurAirports,308,,,,Europe/Brussels
Liège Airport,Liege,Belgium,,LGG,EBLG,50.63740158081055,5.443220138549805,659,309,,1.0,E,,airport,OurAirports,309,,,,Europe/Brussels
Ostend-Bruges International Airport,Ostend,Belgium,,OST,EBOS,51.198898315399994,2.8622200489,13,310,,1.0,E,,airport,OurAirports,310,,,,Europe/Brussels
Zutendaal Air Base,Zutendaal,Belgium,,"",EBSL,50.9474983215332,5.590559959411621,312,311,,1.0,E,,airport,OurAirports,311,,,,Europe/Brussels
Brustem Airfield Sint Truiden,Sint-truiden,Belgium,,"",EBST,50.791901,5.20167,246,312,,1.0,E,,airport,OurAirports,312,,,,Europe/Brussels
Saint Hubert Air Base,St.-hubert,Belgium,,"",EBSU,50.034400939941406,5.440810203552246,1930,313,,1.0,E,,airport,OurAirports,313,,,,Europe/Brussels
Ursel Air Base,Ursel,Belgium,,"",EBUL,51.14419937133789,3.475559949874878,95,314,,1.0,E,,airport,OurAirports,314,,,,Europe/Brussels
Weelde Air Base,Weelde,Belgium,,"",EBWE,51.394798278808594,4.9601898193359375,105,315,,1.0,E,,airport,OurAirports,315,,,,Europe/Brussels
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,,OBL,EBZR,51.264702,4.75333,53,316,,1.0,E,,airport,OurAirports,316,,,,Europe/Brussels
Flugplatz Bautzen,Bautzen,Germany,,"",EDAB,51.193611,14.519722,568,317,,1.0,E,,airport,OurAirports,317,,,,Europe/Berlin
